program_slug,program_name,name,number,rubric,requirement,component
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Language Arts Instruction for the Bilingual and ESL Classroom,3317,READ,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Foundations of Bilingual and ESL Education,3311,BED,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Academic Proficiencies for the Bilingual Classroom Teacher,3307,BED,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Math Concepts I,3321,MATH,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Math Concepts II,3322,MATH,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Physical Science Studies,3310,NS,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Life Science Studies,3312,NS,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Children's Literature in Spanish,3314,PED,Academic Major Courses (39 hours),Academic Major Courses (39 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Effective Teaching Strategies in Mathematics Education EC-6,3312,EED,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Understanding the Early Childhood through Twelfth Grade Learner,3305,PED,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,"Literacy Curriculum, Methods, and Assessment in Bilingual and ESL Education",4306,READ,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Field Experience in Urban Public School Classrooms,4380,PED,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Teaching Language Arts and Reading in Spanish,4301,BED,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Teaching Social Studies in the Elementary Classroom,3311,EED,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Effective Teaching Strategies in Science Education EC-6,3315,EED,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Field Experience in Urban Public School Classrooms II,4381,PED,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Student Teaching in the Bilingual and ESL Classroom,4303,EED,Professional Development III,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Student Teaching in the Early Childhood Classroom,4304,EED,Professional Development III,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-bilingual-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Bilingual Supplemental Certification BA,Current Issues in Urban Teaching,4303,SOSE,Professional Development III,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Early Childhood Classroom,2311,ECH,Preparatory Requirements (15 hours),Preparatory Requirements (15 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,The Early Childhood Learning Environment,2313,ECH,Preparatory Requirements (15 hours),Preparatory Requirements (15 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Foundations of Bilingual and ESL Education,3311,BED,Preparatory Requirements (15 hours),Preparatory Requirements (15 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Introduction to Special Populations,3301,PED,Preparatory Requirements (15 hours),Preparatory Requirements (15 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Critical Social Studies Education,3310,SOSE,Preparatory Requirements (15 hours),Preparatory Requirements (15 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Educational Technology,3301,ETC,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Culture of the Urban School,3306,SOSE,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Foundations of Literacy EC-12,3305,READ,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Instruction and Assessment of English Language Learners EC-8,3303,ESL,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Aesthetic and Physical Development of Children,3304,PED,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Language and Literacy Development,3306,READ,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Math Concepts I,3321,MATH,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Math Concepts II,3322,MATH,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Physical Science Studies,3310,NS,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Life Science Studies,3312,NS,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Language Arts Instruction EC-12,3307,READ,Academic Major Courses Component (33 hours),Academic Major Courses Component (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Effective Teaching Strategies in Mathematics Education EC-6,3312,EED,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Understanding the Early Childhood through Twelfth Grade Learner,3305,PED,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,"Literacy Curriculum, Methods, and Assessment EC-2",3303,READ,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Field Experience in Urban Public School Classrooms,4380,PED,Professional Development I,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Teaching Social Studies in the Elementary Classroom,3311,EED,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Effective Teaching Strategies in Science Education EC-6,3315,EED,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Field Experience in Urban Public School Classrooms II,4381,PED,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,"Literacy Curriculum, Methods, Assessment 3-6",4303,READ,Professional Development II,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Student Teaching in the Elementary Classroom,4301,EED,Professional Development III,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Student Teaching in the Early Childhood Classroom,4304,EED,Professional Development III,Professional Development Sequence (33 hours)
interdisciplinary-studies-early-childhood-sixth-grade-core-subjects-with-esl-supplemental-certification-ba,Interdisciplinary Studies Early Childhood Sixth Grade Core Subjects With Esl Supplemental Certification BA,Current Issues in Urban Teaching,4303,SOSE,Professional Development III,Professional Development Sequence (33 hours)
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Introduction to Special Populations,3301,PED,Support Courses (6 hours):,Degree Requirements for Secondary Education (33 hours)
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Teaching Reading in the Content Areas 4-12,3309,READ,Support Courses (6 hours):,Degree Requirements for Secondary Education (33 hours)
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Understanding the Early Childhood through Twelfth Grade Learner,3305,PED,Professional Development I,Professional Development Sequence (27 hours):
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Organizing and Managing the Classroom Environment in the Secondary School,3312,SED,Professional Development I,Professional Development Sequence (27 hours):
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Field Experience in Urban Public School Classrooms,4380,PED,Professional Development I,Professional Development Sequence (27 hours):
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Literacy across the Curriculum 8-12,4321,READ,Professional Development III,Professional Development Sequence (27 hours):
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Student Teaching in the Secondary Classroom,4301,SED,Professional Development III,Professional Development Sequence (27 hours):
interdisciplinary-studies-secondary-education,Interdisciplinary Studies Secondary EDUCATION,Student Teaching in the Secondary Classroom,4302,SED,Professional Development III,Professional Development Sequence (27 hours):
international-business-bba,International Business BBA,Finite Mathematics with Applications,1305,MATH,Lower Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Fundamentals of Calculus with Applications,1306,MATH,Lower Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Financial Accounting,2301,ACC,Lower Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Managerial Accounting,2302,ACC,Lower Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Principles of Economics I,2301,ECO,Lower Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Principles of Economics II,2302,ECO,Lower Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Business Cornerstone,3300,BA,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Legal Environment of Business,3301,BA,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Principles of Marketing,3301,MKT,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Principles of Management and Organization Behavior,3301,MGT,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Business Communication,3350,BA,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Management of Information Systems,3302,MIS,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Statistical Analysis for Business Applications I,3309,STAT,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Business Finance,3302,FIN,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Operations and Supply Chain Management,3332,MGT,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,Business Strategy,4302,BA,Upper Level,Business Core Requirements (45-48 hours)
international-business-bba,International Business BBA,International Accounting,3323,ACC,Required International Core Courses (15 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,International Business and Law,3304,BA,Required International Core Courses (15 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,International Economics,4303,ECO,Required International Core Courses (15 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,International Finance,4303,FIN,Required International Core Courses (15 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,Domestic & International Logistics,3320,SCM,Required International Core Courses (15 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,Global Environmental Issues in Business,3303,BA,Electives Requirement: (6 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,Intercultural Communication,2307,COMM,Electives Requirement: (6 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,Economics of Industrial Organization,3303,ECO,Electives Requirement: (6 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,Economic Development,4309,ECO,Electives Requirement: (6 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,International Management,4301,MGT,Electives Requirement: (6 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,International Marketing,3304,MKT,Electives Requirement: (6 hours),Required International Core Courses (15 hours)
international-business-bba,International Business BBA,International Business Development,4320,MKT,Electives Requirement: (6 hours),Required International Core Courses (15 hours)
management-bba,Management BBA,Finite Mathematics with Applications,1305,MATH,Lower Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Fundamentals of Calculus with Applications,1306,MATH,Lower Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Financial Accounting,2301,ACC,Lower Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Managerial Accounting,2302,ACC,Lower Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Principles of Economics I,2301,ECO,Lower Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Principles of Economics II,2302,ECO,Lower Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Business Cornerstone,3300,BA,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Legal Environment of Business,3301,BA,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Principles of Marketing,3301,MKT,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Principles of Management and Organization Behavior,3301,MGT,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Business Communication,3350,BA,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Management of Information Systems,3302,MIS,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Statistical Analysis for Business Applications I,3309,STAT,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Business Finance,3302,FIN,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Operations and Supply Chain Management,3332,MGT,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Business Strategy,4302,BA,Upper Level,Business Core Requirements (45-48 hours)
management-bba,Management BBA,Foundations of Human Resource Management,3302,MGT,Management Major Required Courses (18 hours),Management Major Required Courses (18 hours)
management-bba,Management BBA,Negotiations with a Global Perspective,3303,MGT,Management Major Required Courses (18 hours),Management Major Required Courses (18 hours)
management-bba,Management BBA,Negotiations with a Global Perspective,3303,SCM,Management Major Required Courses (18 hours),Management Major Required Courses (18 hours)
management-bba,Management BBA,Leading People and Teams,4308,MGT,Management Major Required Courses (18 hours),Management Major Required Courses (18 hours)
management-bba,Management BBA,Project Management,4330,MGT,Management Major Required Courses (18 hours),Management Major Required Courses (18 hours)
management-bba,Management BBA,Integrated Process Management,4335,MGT,Management Major Required Courses (18 hours),Management Major Required Courses (18 hours)
management-bba,Management BBA,Business Ethics,3308,BA,Management Major Required Courses (18 hours),Management Major Required Courses (18 hours)
management-bba,Management BBA,Compensation & Benefits,3306,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Diversity Management,3307,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Service Operations Management,3310,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Training & Development,3312,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Six Sigma for Managing Process Improvement Projects,3314,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Project Change Management,3320,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Retail Management,3325,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Directed Study in Management,3399,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,International Management,4301,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Small Business Management,4303,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Staffing,4310,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Quality Management,4314,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Spreadsheet Modeling for Decision Analysis,4332,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Strategic Human Resource Management,4342,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Leadership in Organizations,4345,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Field Experience in Management,4380,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-bba,Management BBA,Special Topics in Management,4390,MGT,Management Major Electives (12 hours),Management Major Electives (12 hours)
management-information-systems-bba,Management Information Systems BBA,Finite Mathematics with Applications,1305,MATH,Lower Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Fundamentals of Calculus with Applications,1306,MATH,Lower Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Financial Accounting,2301,ACC,Lower Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Managerial Accounting,2302,ACC,Lower Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Principles of Economics I,2301,ECO,Lower Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Principles of Economics II,2302,ECO,Lower Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Business Cornerstone,3300,BA,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Legal Environment of Business,3301,BA,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Principles of Marketing,3301,MKT,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Principles of Management and Organization Behavior,3301,MGT,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Business Communication,3350,BA,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Management of Information Systems,3302,MIS,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Statistical Analysis for Business Applications I,3309,STAT,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Business Finance,3302,FIN,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Operations and Supply Chain Management,3332,MGT,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Business Strategy,4302,BA,Upper Level,Business Core Requirements (45-48 hours)
management-information-systems-bba,Management Information Systems BBA,Systems Analysis and Design,3301,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,Database Management Systems,3306,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,Enterprise Architecture,3315,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,Information Systems Infrastructure,3317,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,Programming and Application Development,3330,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,Information Systems Project Management,4310,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,"Application Analysis, Design, and Implementation",4312,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,"Information Systems Strategy, Acquisition, and Management",4340,MIS,Management Information Systems Major Requirements (24 hours),Management Information Systems Major Requirements (24 hours)
management-information-systems-bba,Management Information Systems BBA,Business Productivity Software Tools,3304,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Business Analysis & Processes,3305,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Data Lifecycle & Management,3307,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Designing and Developing Business Web Applications,3313,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Supply Chain Information and Control Systems,3316,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Enterprise Systems using SAP,3318,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Directed Study in Enterprise Information Systems,3399,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Computer Control and Audit,4309,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Information Security Management,4316,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Business Intelligence,4320,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Field Experience in MIS,4380,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
management-information-systems-bba,Management Information Systems BBA,Special Topics in Management Information Systems,4390,MIS,Two of the Following Upper Level Electives (6 hours),Additional Requirements
marketing-bba,Marketing BBA,Finite Mathematics with Applications,1305,MATH,Lower Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Fundamentals of Calculus with Applications,1306,MATH,Lower Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Financial Accounting,2301,ACC,Lower Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Managerial Accounting,2302,ACC,Lower Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Principles of Economics I,2301,ECO,Lower Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Principles of Economics II,2302,ECO,Lower Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Business Cornerstone,3300,BA,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Legal Environment of Business,3301,BA,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Principles of Marketing,3301,MKT,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Principles of Management and Organization Behavior,3301,MGT,Upper Level,Business Core Requirements (45-48 hours)
