degree name,course id,course name,component area,guidance,component guidance,requirement area
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,HIST 3321,Modern Latin America Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose twocourses from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,HIST 3323,History of Mexico Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose twocourses from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,HIST 3325,Colonial America Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose twocourses from the following:
Pre-Engineering,MATH 2315,Calculus III Credit Hours: 3,Specialization in Mechanical Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either ECON 2301 or ECON 2302.,Semester 3 16 credits
Pre-Engineering,MENG 2301,Statics Credit Hours: 3,Specialization in Mechanical Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either ECON 2301 or ECON 2302.,Semester 3 16 credits
Pre-Engineering,MATH 2318,Linear Algebra Credit Hours: 3,Specialization in Mechanical Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either ECON 2301 or ECON 2302.,Semester 3 16 credits
Sociology B.S.,SOCI 4367,Women's Health and Sexuality Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Women's Studies Concentration
Sociology B.S.,WGST 4312,Women of Color Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Women's Studies Concentration
Sociology B.S.,WGST 4337,Violence Against Women Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Women's Studies Concentration
Computer Engineering B.S.,CENG 3131,Laboratory for Telecommunications and Networks Credit Hours: 1,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
Computer Engineering B.S.,CENG 3351,Computer Architecture Credit Hours: 3,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
Computer Engineering B.S.,CENG 3151,Laboratory for Computer Architecture Credit Hours: 1,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
Computer Engineering B.S.,CENG 3264,Engineering Design and Project Management,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
Computer Engineering B.S.,CENG 3371,Microcontroller Programming Credit Hours: 3,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
Computer Science B.S.,SWEN 4342,Software Engineering Credit Hours: 3,Major Requirements 67 hours,"Required minimum for all Major Requirements is ""C-.""",,Major Requirements
Computer Science B.S.,WRIT 3315,Advanced Technical Writing Credit Hours: 3,Major Requirements 67 hours,"Required minimum for all Major Requirements is ""C-.""",,Major Requirements
Humanities B.A.,HIST 3347,Reel America II Credit Hours: 3,Major Requirements 66 hours,Students choose three of the following nine 15-hour concentrations. A concentration consists of five courses in the given field of study for a total of fifteen credit hours.Concentrations 15 hours each,,Concentration 5: Film Studies
Humanities B.A.,HIST 4303,Reel Europe Credit Hours: 3,Major Requirements 66 hours,Students choose three of the following nine 15-hour concentrations. A concentration consists of five courses in the given field of study for a total of fifteen credit hours.Concentrations 15 hours each,,Concentration 5: Film Studies
Humanities B.A.,HIST 4305,Nazi Cinema and Third Reich Credit Hours: 3,Major Requirements 66 hours,Students choose three of the following nine 15-hour concentrations. A concentration consists of five courses in the given field of study for a total of fifteen credit hours.Concentrations 15 hours each,,Concentration 5: Film Studies
Humanities B.A.,HIST 4323,The Vietnam War in Film Credit Hours: 3,Major Requirements 66 hours,Students choose three of the following nine 15-hour concentrations. A concentration consists of five courses in the given field of study for a total of fifteen credit hours.Concentrations 15 hours each,,Concentration 5: Film Studies
Humanities B.A.,HUMN 3375,Ideas in Transition Credit Hours: 3,Major Requirements 66 hours,Students choose three of the following nine 15-hour concentrations. A concentration consists of five courses in the given field of study for a total of fifteen credit hours.Concentrations 15 hours each,,Concentration 5: Film Studies
Chemistry BA with Physical Science 7-12 Certification,ARTS 1303,World Art Survey I Credit Hours: 3,University Core Requirements 42 Hours,This certification is designed for both Chemistry BA students and Education majors who plan to teach Physical Science courses; primarily Chemistry related courses at 7-12 levels. The certification is offered through the College of Education COE with the degree being offered through the College of Science and Engineering CSE.,,Creative Arts 3 Hours
Chemistry BA with Physical Science 7-12 Certification,ARTS 1304,World Art Survey II Credit Hours: 3,University Core Requirements 42 Hours,This certification is designed for both Chemistry BA students and Education majors who plan to teach Physical Science courses; primarily Chemistry related courses at 7-12 levels. The certification is offered through the College of Education COE with the degree being offered through the College of Science and Engineering CSE.,,Creative Arts 3 Hours
Chemistry BA with Physical Science 7-12 Certification,ARTS 2379,Arts and the Child Credit Hours: 3,University Core Requirements 42 Hours,This certification is designed for both Chemistry BA students and Education majors who plan to teach Physical Science courses; primarily Chemistry related courses at 7-12 levels. The certification is offered through the College of Education COE with the degree being offered through the College of Science and Engineering CSE.,,Creative Arts 3 Hours
Chemistry BA with Physical Science 7-12 Certification,HIST 1301,United States History I Credit Hours: 3,University Core Requirements 42 Hours,This certification is designed for both Chemistry BA students and Education majors who plan to teach Physical Science courses; primarily Chemistry related courses at 7-12 levels. The certification is offered through the College of Education COE with the degree being offered through the College of Science and Engineering CSE.,,American History 6 hours
Chemistry BA with Physical Science 7-12 Certification,HIST 1302,United States History II Credit Hours: 3,University Core Requirements 42 Hours,This certification is designed for both Chemistry BA students and Education majors who plan to teach Physical Science courses; primarily Chemistry related courses at 7-12 levels. The certification is offered through the College of Education COE with the degree being offered through the College of Science and Engineering CSE.,,American History 6 hours
Biological Science B.S. Degree: Specialization Areas,COMM 1315,Public Speaking Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",Science Labs,Component Area Option 6 hours
Biological Science B.S. Degree: Specialization Areas,PSYC 1100,Learning Frameworks Credit Hours: 1,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.",Science Labs,Component Area Option 6 hours
Biological Science B.S. Degree: Specialization Areas,ACCT 2301,Principles of Accounting I - Financial Credit Hours: 3,Major Requirements 62 Hours,"Required minimum grade for all Major Requirements is ""C-"".",Science Labs,Major Requirements
Biological Science B.S. Degree: Specialization Areas,CINF 1370,Introduction to Computer Information Systems Credit Hours: 3,Major Requirements 62 Hours,"Required minimum grade for all Major Requirements is ""C-"".",Science Labs,Major Requirements
Biological Science B.S. Degree: Specialization Areas,CINF 3321,Information Systems Theory and Practice Credit Hours: 3,Major Requirements 62 Hours,"Required minimum grade for all Major Requirements is ""C-"".",Science Labs,Major Requirements
Communication B.A.,COMM 3320,Principles of Public Relations Credit Hours: 3,Major Requirements 36 hours,"To earn a degree in communication, students must graduate with a GPA of 2.500 or better. A few courses require a grade of ""C"" or better, as noted below; a ""C-"" is not acceptable for these courses. All prerequisites are strictly enforced.",,Courses
Communication B.A.,COMM 3321,Media Writing Credit Hours: 3,Major Requirements 36 hours,"To earn a degree in communication, students must graduate with a GPA of 2.500 or better. A few courses require a grade of ""C"" or better, as noted below; a ""C-"" is not acceptable for these courses. All prerequisites are strictly enforced.",,Courses
Communication B.A.,COMM 3352,Media Law Credit Hours: 3,Major Requirements 36 hours,"To earn a degree in communication, students must graduate with a GPA of 2.500 or better. A few courses require a grade of ""C"" or better, as noted below; a ""C-"" is not acceptable for these courses. All prerequisites are strictly enforced.",,Courses
Communication B.A.,COMM 3360,Web Design Credit Hours: 3,Major Requirements 36 hours,"To earn a degree in communication, students must graduate with a GPA of 2.500 or better. A few courses require a grade of ""C"" or better, as noted below; a ""C-"" is not acceptable for these courses. All prerequisites are strictly enforced.",,Courses
Communication B.A.,COMM 4358,Publication Design Credit Hours: 3,Major Requirements 36 hours,"To earn a degree in communication, students must graduate with a GPA of 2.500 or better. A few courses require a grade of ""C"" or better, as noted below; a ""C-"" is not acceptable for these courses. All prerequisites are strictly enforced.",,Courses
Chemistry B.A.,CHEM 1311,General Chemistry I,Major Requirements 53 Hours,"This degree requires 120 hours which includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy the University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-.""",Major Requirements
Chemistry B.A.,CHEM 1312,General Chemistry II Credit Hours: 3,Major Requirements 53 Hours,"This degree requires 120 hours which includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy the University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-.""",Major Requirements
Chemistry B.A.,CHEM 2101,Laboratory for Analytical Chemistry I Credit Hours: 1,Major Requirements 53 Hours,"This degree requires 120 hours which includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy the University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-.""",Major Requirements
Chemistry B.A.,CHEM 2102,Laboratory for Analytical Chemistry II Credit Hours: 1,Major Requirements 53 Hours,"This degree requires 120 hours which includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy the University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-.""",Major Requirements
Chemistry B.A.,CHEM 2123,Laboratory for Organic Chemistry I,Major Requirements 53 Hours,"This degree requires 120 hours which includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy the University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-.""",Major Requirements
Chemistry B.A.,CHEM 2125,Laboratory for Organic Chemistry II Credit Hours: 1,Major Requirements 53 Hours,"This degree requires 120 hours which includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfy University Core. If other courses are taken to satisfy the University Core, the Major Requirements below are still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-.""",Major Requirements
Chemistry B.S.,CHEM 1112,Laboratory for General Chemistry II Credit Hours: 1,University Core Requirements 42 Hours,"This degree requires 120 hours which includes 43 hours of University Core. University Core is listedseparately in the catalog. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",Choose one from the list.,Component Area Option 6 hours
Chemistry B.S.,CHEM 1111,Laboratory for General Chemistry I Credit Hours: 1,Major Requirements 71 Hours,"This degree requires 120 hours which includes 43 hours of University Core. University Core is listedseparately in the catalog. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-"".",Major Requirements
Chemistry B.S.,CHEM 1112,Laboratory for General Chemistry II Credit Hours: 1,Major Requirements 71 Hours,"This degree requires 120 hours which includes 43 hours of University Core. University Core is listedseparately in the catalog. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-"".",Major Requirements
Chemistry B.S.,CHEM 1311,General Chemistry I,Major Requirements 71 Hours,"This degree requires 120 hours which includes 43 hours of University Core. University Core is listedseparately in the catalog. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.","Required minimum for all Major Requirements is ""C-"".",Major Requirements
Biological Science B.A.,PSYC 2301,Introduction to Psychology Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Social and Behavioral Sciences 3 hours
Biological Science B.A.,SOCI 1301,Introduction to Sociology Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Social and Behavioral Sciences 3 hours
Biological Science B.A.,CHEM 1111,Laboratory for General Chemistry I Credit Hours: 1,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Component Area Option 6 hours
Biological Science B.A.,CHEM 1112,Laboratory for General Chemistry II Credit Hours: 1,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Component Area Option 6 hours
Biological Science B.A.,COMM 1315,Public Speaking Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Component Area Option 6 hours
Biological Science B.A.,PSYC 1100,Learning Frameworks Credit Hours: 1,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However, some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Component Area Option 6 hours
Biological Science B.S.,ECON 2302,Principles of Microeconomics Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Social and Behavioral Sciences 3 hours
Biological Science B.S.,GEOG 1303,World Regional Geography Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Social and Behavioral Sciences 3 hours
Biological Science B.S.,PSYC 2301,Introduction to Psychology Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Social and Behavioral Sciences 3 hours
Biological Science B.S.,SOCI 1301,Introduction to Sociology Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Social and Behavioral Sciences 3 hours
Biological Science B.S.,CHEM 1111,Laboratory for General Chemistry I Credit Hours: 1,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Component Area Option 6 hours
Biological Science B.S.,CHEM 1112,Laboratory for General Chemistry II Credit Hours: 1,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Component Area Option 6 hours
Biological Science B.S.,COMM 1315,Public Speaking Credit Hours: 3,University Core Requirements 42 Hours,"This degree requires 120 hours and includes 42 hours of University Core. However; some of the Major Requirements courses listed below also satisfyUniversity Core. If other courses are taken to satisfy University Core, the Major Requirements beloware still necessary for graduation and substitutions are not accepted.",,Component Area Option 6 hours
Biological Sciences B.A. with Life Sciences 7-12 Certification,TCED 1301,Exploring Teaching as a Profession Credit Hours: 3,College of Education Core Requirements 19 hours,Check prerequisites before enrolling in any courses.,Choose one course from the list.,College of Education Core
Biological Sciences B.A. with Life Sciences 7-12 Certification,TCED 4102,Secondary 4-8 and 7-12 Content Teacher Seminar Credit Hours: 1,College of Education Core Requirements 19 hours,Check prerequisites before enrolling in any courses.,Choose one course from the list.,College of Education Core
Biological Sciences B.A. with Life Sciences 7-12 Certification,LLLS 4351,Reading in Content Subjects Credit Hours: 3,Major Requirements,Check prerequisites before enrolling in any courses.,Choose one course from the list.,Major Requirements
Biological Sciences B.A. with Life Sciences 7-12 Certification,STAT 3308,Computational Statistics Credit Hours: 3,Major Requirements,Check prerequisites before enrolling in any courses.,Choose one course from the list.,Major Requirements
Biological Sciences B.A. with Life Sciences 7-12 Certification,TCED 4306,Creating Positive Learning Environments in 7-12 Credit Hours: 3,Major Requirements,Check prerequisites before enrolling in any courses.,Choose one course from the list.,Major Requirements
Art and Design B.F.A. with Graphic Design Concentration,ENSC 1302,Environmental Science II Credit Hours: 3,University Core Requirements 42 Hours,The Graphic Design concentration includes 45 upper-level hours to be taken from the ARTS rubric and approved COMM courses.,,Life and Physical Sciences 6 hours
Art and Design B.F.A. with Graphic Design Concentration,GEOL 1303,Physical Geology Credit Hours: 3,University Core Requirements 42 Hours,The Graphic Design concentration includes 45 upper-level hours to be taken from the ARTS rubric and approved COMM courses.,,Life and Physical Sciences 6 hours
Art and Design B.F.A. with Graphic Design Concentration,GEOL 1304,Historical Geology Credit Hours: 3,University Core Requirements 42 Hours,The Graphic Design concentration includes 45 upper-level hours to be taken from the ARTS rubric and approved COMM courses.,,Life and Physical Sciences 6 hours
Art and Design B.F.A. with Graphic Design Concentration,PHYS 1301,College Physics I Credit Hours: 3,University Core Requirements 42 Hours,The Graphic Design concentration includes 45 upper-level hours to be taken from the ARTS rubric and approved COMM courses.,,Life and Physical Sciences 6 hours
Art and Design B.F.A. with Graphic Design Concentration,PHYS 1302,College Physics II Credit Hours: 3,University Core Requirements 42 Hours,The Graphic Design concentration includes 45 upper-level hours to be taken from the ARTS rubric and approved COMM courses.,,Life and Physical Sciences 6 hours
Art and Design B.F.A. with Graphic Design Concentration,PHYS 2325,University Physics I Credit Hours: 3,University Core Requirements 42 Hours,The Graphic Design concentration includes 45 upper-level hours to be taken from the ARTS rubric and approved COMM courses.,,Life and Physical Sciences 6 hours
Behavioral Sciences B.S. - General,GEOL 1303,Physical Geology Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduate major in Behavioral Sciences leads to the Bachelor of Science B.S. degree. Thismajor allows students to combine into one degree courses from an array of disciplinesincluding anthropology, criminology, geography, psychology, social work, and sociology. Thephilosophy behind this multidisciplinary approach is the recognition that human behavior and societalproblems are too complex to be fully covered by one academic discipline. Majors take multidisciplinarycore behavioral science classes and two disciplinary concentrations. Selections are made based on thestudent's academic and career goals. Students are assigned advisers based on their interests.",Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Behavioral Sciences B.S. - General,GEOL 1304,Historical Geology Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduate major in Behavioral Sciences leads to the Bachelor of Science B.S. degree. Thismajor allows students to combine into one degree courses from an array of disciplinesincluding anthropology, criminology, geography, psychology, social work, and sociology. Thephilosophy behind this multidisciplinary approach is the recognition that human behavior and societalproblems are too complex to be fully covered by one academic discipline. Majors take multidisciplinarycore behavioral science classes and two disciplinary concentrations. Selections are made based on thestudent's academic and career goals. Students are assigned advisers based on their interests.",Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Behavioral Sciences B.S. - General,PHYS 1301,College Physics I Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduate major in Behavioral Sciences leads to the Bachelor of Science B.S. degree. Thismajor allows students to combine into one degree courses from an array of disciplinesincluding anthropology, criminology, geography, psychology, social work, and sociology. Thephilosophy behind this multidisciplinary approach is the recognition that human behavior and societalproblems are too complex to be fully covered by one academic discipline. Majors take multidisciplinarycore behavioral science classes and two disciplinary concentrations. Selections are made based on thestudent's academic and career goals. Students are assigned advisers based on their interests.",Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Behavioral Sciences B.S. - General,PHYS 1302,College Physics II Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduate major in Behavioral Sciences leads to the Bachelor of Science B.S. degree. Thismajor allows students to combine into one degree courses from an array of disciplinesincluding anthropology, criminology, geography, psychology, social work, and sociology. Thephilosophy behind this multidisciplinary approach is the recognition that human behavior and societalproblems are too complex to be fully covered by one academic discipline. Majors take multidisciplinarycore behavioral science classes and two disciplinary concentrations. Selections are made based on thestudent's academic and career goals. Students are assigned advisers based on their interests.",Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Behavioral Sciences B.S. - General,PHYS 2325,University Physics I Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduate major in Behavioral Sciences leads to the Bachelor of Science B.S. degree. Thismajor allows students to combine into one degree courses from an array of disciplinesincluding anthropology, criminology, geography, psychology, social work, and sociology. Thephilosophy behind this multidisciplinary approach is the recognition that human behavior and societalproblems are too complex to be fully covered by one academic discipline. Majors take multidisciplinarycore behavioral science classes and two disciplinary concentrations. Selections are made based on thestudent's academic and career goals. Students are assigned advisers based on their interests.",Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Behavioral Sciences B.S. - General,PHYS 2326,University Physics II Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduate major in Behavioral Sciences leads to the Bachelor of Science B.S. degree. Thismajor allows students to combine into one degree courses from an array of disciplinesincluding anthropology, criminology, geography, psychology, social work, and sociology. Thephilosophy behind this multidisciplinary approach is the recognition that human behavior and societalproblems are too complex to be fully covered by one academic discipline. Majors take multidisciplinarycore behavioral science classes and two disciplinary concentrations. Selections are made based on thestudent's academic and career goals. Students are assigned advisers based on their interests.",Choose ONE of the following courses.,Life and Physical Sciences 6 hours
Behavioral Sciences B.S. - General,HUMN 1301,Humanities Credit Hours: 3,University Core Requirements 42 Hours,"The undergraduate major in Behavioral Sciences leads to the Bachelor of Science B.S. degree. Thismajor allows students to combine into one degree courses from an array of disciplinesincluding anthropology, criminology, geography, psychology, social work, and sociology. Thephilosophy behind this multidisciplinary approach is the recognition that human behavior and societalproblems are too complex to be fully covered by one academic discipline. Majors take multidisciplinarycore behavioral science classes and two disciplinary concentrations. Selections are made based on thestudent's academic and career goals. Students are assigned advisers based on their interests.",Choose ONE of the following courses.,"Language, Philosophy and Culture 3 hours"
Healthcare Administration B.S.,HADM 4351,Financial Dimensions of Healthcare Administration II Credit Hours: 3,Major Requirements 21 hours,All courses within the Major Requirements must be completed with a grade of C- or better. A minimum cumulative GPA of 2.0 or higher is required to graduate.,MGMT 4312 Capstone course--requires permission.,Major Requirements 21 hours
Information Technology B.A.S.,ISAM 4331,Introduction to Business Internet Applications Development Credit Hours: 3,SpecializationRequirements 9 Hours,Students must select one of the following three specializations in Information Technology IT.,Students interested in Web Design and Development must take the following three courses:,Web Design and Development Specialization
Information Technology B.A.S.,CSCI 4364,Computer Systems Administration Credit Hours: 3,SpecializationRequirements 9 Hours,Students must select one of the following three specializations in Information Technology IT.,Students interested in Information Technology Management and Administration must take:,Information Technology Management and Administration Specialization
Information Technology B.A.S.,ITEC 4335,Database Administration Credit Hours: 3,SpecializationRequirements 9 Hours,Students must select one of the following three specializations in Information Technology IT.,Students must take two of the following three classes:,Addtional Information Technology Management and Administration Specialization Requirements
Information Technology B.A.S.,ITEC 4365,Network Administration Credit Hours: 3,SpecializationRequirements 9 Hours,Students must select one of the following three specializations in Information Technology IT.,Students must take two of the following three classes:,Addtional Information Technology Management and Administration Specialization Requirements
Information Technology B.A.S.,ITEC 4366,Computer Security and Disaster Recovery Credit Hours: 3,SpecializationRequirements 9 Hours,Students must select one of the following three specializations in Information Technology IT.,Students must take two of the following three classes:,Addtional Information Technology Management and Administration Specialization Requirements
Information Technology B.S.,ITEC 4365,Network Administration Credit Hours: 3,SpecializationRequirements 9 Hours,Students must select one of the following three specializations in Information Technology IT.,Students must take two of the following three classes:,Addtional Information Technology Management and Administration Specialization Requirements
Information Technology B.S.,ITEC 4366,Computer Security and Disaster Recovery Credit Hours: 3,SpecializationRequirements 9 Hours,Students must select one of the following three specializations in Information Technology IT.,Students must take two of the following three classes:,Addtional Information Technology Management and Administration Specialization Requirements
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,LITR 4370,Tragedy Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose onecourse from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,LITR 4371,Comedy Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose onecourse from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,LLLS 4345,Survey of Children's Literature Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose onecourse from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,TCED 4332,Science Methods for Grades 4-8 Credit Hours: 3,PedagogyRequirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Courses
Interdisciplinary Studies B.S. with Core Subjects 4-8 and ESL Supplemental Certification,TCED 4333,Mathematics Methods for Grades 4-8 Credit Hours: 3,PedagogyRequirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Courses
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,ECED 4323,Preschool Curriculum Credit Hours: 3,Major Requirements,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Major Requirements
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,ECED 4326,Effective and Positive Classroom Interactions for Young Children Credit Hours: 3,Major Requirements,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Major Requirements
